stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
4450,6000493,N Pershing Dr+N Fillmore St,,38.879566,-77.092979,,
4453,6000495,S Washington St+Tinner Hill Rd,,38.879597,-77.176636,,
4454,6000496,S Washington St+Tinners Hill St,,38.87973,-77.176292,,
4463,1000565,Potomac Av SE+14 St SE,,38.880024,-76.985741,,
4465,1000566,7 St SW+I St SW,,38.879974,-77.02198,,
4472,6000502,Wilson Bl+N Taylor St,,38.880157,-77.112183,,
4479,6000504,S Washington St+Hillwood Av,,38.880199,-77.174438,,
4482,6000506,S Washington St+E Annandale Rd,,38.880302,-77.173508,,
4486,1000574,Alabama Av SE+G St SE,,38.880375,-76.939316,,
4491,1000576,Pennsylvania Av SE+14 St SE,,38.880512,-76.985481,,
4494,3000919,Larchmont Av+Doppler St,,38.880527,-76.918358,,
4501,6000512,N Pershing Dr+Washington Bl,,38.880623,-77.090652,,
4505,3000920,Larchmont Av+Doppler St,,38.880791,-76.918243,,
4506,6000514,N Pershing Dr+Washington Bl,,38.880863,-77.09021,,
4507,1000580,Fitch St SE+53 St SE,,38.880882,-76.92733,,
4509,1000582,Potomac Av SE+15 St SE,,38.880913,-76.983887,,
4510,6000515,N Barton St+N Pershing Dr,,38.880917,-77.087326,,
4516,1000584,Texas Av SE+Adrian St SE,,38.881054,-76.945076,,
4519,6000517,N Glebe Rd+Fairfax Dr,,38.881104,-77.115646,,
4520,1000585,8 St SE+G St SE,,38.881119,-76.994942,,
4521,6000518,N Barton St+Pershing Dr,,38.880936,-77.087265,,
4524,1000586,Ridge Rd SE+Texas Av SE,,38.881184,-76.945847,,
4529,1000587,Pennsylvania Av SE+13 St SE,,38.881157,-76.988007,,
4531,3000923,Shady Glen Dr+Millrace Rd,,38.881382,-76.877953,,
4534,1000589,8 St SE+G St SE,,38.881428,-76.995003,,
4535,1000590,Potomac Av SE+Kentucky Av SE,,38.881435,-76.982971,,
4540,1000593,Pennsylvania Av SE+13 St SE,,38.881546,-76.988098,,
4547,6000522,Arlington Bl+Pershing Dr,,38.881668,-77.084137,,
4551,1000597,Minnesota Av SE+F St SE,,38.881798,-76.95874,,
4552,6000523,S Washington St+Broad St,,38.881878,-77.171577,,
4553,1000598,Alabama Av SE+F St SE,,38.881985,-76.939354,,
4554,1000599,Benning Rd SE+F St SE,,38.881996,-76.933365,,
4555,6000524,N Fairfax Dr+N Vermont St,,38.882004,-77.114594,,
4558,6000525,S Washington St+E Broad St,,38.882,-77.171181,,
4562,1000601,51 St SE+E St SE,,38.882099,-76.929047,,
4570,6000530,N Fairfax Dr+N Utah St,,38.882191,-77.114334,,
4572,1000604,Texas Av SE+F St SE,,38.882236,-76.942734,,
4573,1000605,53 St SE+E St SE,,38.88224,-76.926682,,
4575,1000607,Benning Rd SE+F St SE,,38.882351,-76.933777,,
4576,1000608,Texas Av SE+Burbank St SE,,38.882381,-76.942741,,
4583,1000609,Minnesota Av SE+E St SE,,38.882595,-76.958282,,
4585,1000610,Ridge Rd SE+E St SE,,38.882622,-76.946571,,
4586,6000532,N Sycamore St+17 St N,,38.882664,-77.155113,,
4588,1000611,Pennsylvania Av SE+E St SE,,38.88269,-76.990875,,
4591,3000925,Larchmont Av+Cumberland St,,38.882732,-76.917183,,
4593,6000534,W Broad St+S Maple Av,,38.882774,-77.172104,,
4597,1000615,Ely Pl SE+Ridge Rd SE,,38.882771,-76.947021,,
4598,6000535,N Barton St+9 St N,,38.882832,-77.087532,,
4600,1000616,Pennsylvania Av SE+11 St SE,,38.8825,-76.991257,,
4601,1000617,Alabama Av SE+E St SE,,38.882927,-76.939514,,
4603,3000926,Addison Rd S+St Margarets Church,,38.88295,-76.89727,,
4607,1000620,8 St SE+E St SE,,38.882965,-76.994949,,
4609,6000538,Broad St+Maple Av,,38.883015,-77.172203,,
4610,1000621,Ridge Rd SE+Ely Pl SE,,38.883018,-76.946823,,
4613,6000834,N Washington St+Park Pl,,38.88327,-77.16954,,
4616,1000625,Ely Pl SE+37 Pl SE,,38.883133,-76.949989,,
4617,6000541,N Barton St+9 St N,,38.883102,-77.087624,,
4623,6000542,Washington Bl+N Kentucky St,,38.883198,-77.135994,,
4624,6000543,N Washington St+Park Av,,38.883217,-77.169861,,
4631,3000927,Addison Rd S+St Margarets Church,,38.883274,-76.897224,,
4632,1003666,E St SW+7 St SW,,38.883282,-77.021454,,
4636,6000544,N Glebe Rd+11 St N,,38.883377,-77.116333,,
4637,6000545,Washington Bl+N Kenilworth St,,38.8834,-77.135391,,
4638,6000546,Washington Bl+Patrick Henry Dr,,38.883698,-77.138184,,
4641,1000639,Benning Rd SE+E St SE,,38.883533,-76.934685,,
4643,1000640,8 St SE+D St SE,,38.883488,-76.995094,,
4644,6000547,Washington Bl+N Jefferson St,,38.883575,-77.134102,,
4647,1000642,Benning Rd SE+E St SE,,38.88361,-76.934685,,
4650,1000644,7 St SW+E St SW,,38.883686,-77.021851,,
4655,6000548,Washington Bl+N Jefferson St,,38.883797,-77.133484,,
4663,1000649,Minnesota Av SE+34 St SE,,38.883915,-76.957321,,
4668,6000553,Washington Bl+N Inglewood St,,38.884064,-77.131851,,
4669,1000650,37 St SE+#410,,38.884087,-76.951805,,
4674,1000652,17 St SE+D St SE,,38.884212,-76.980789,,
4676,6000554,Washington Bl+N Inglewood St,,38.884232,-77.131424,,
4677,3000931,Shady Glen Dr+Millwoof Dr,,38.884239,-76.877075,,
4681,1000654,Pennsylvania Av SE+8 St SE,,38.884254,-76.99556,,
4688,1000656,8 St SE+D St SE,,38.884445,-76.994881,,
4689,6000555,Washington Bl+N Harrison St,,38.884464,-77.129906,,
4692,3000933,Larchmont Av+Clovis Av,,38.884514,-76.916359,,
4694,3000934,Kettering Dr+Largo Rd,,38.884514,-76.814064,,
4697,6000556,Washington Bl+N Harrison St,,38.884579,-77.129623,,
4705,6000559,Washington Bl+N Longfellow St,,38.88472,-77.139771,,
4708,6000560,N Glebe Rd+Washington Bl,,38.884724,-77.116829,,
4709,6000561,N Glebe Rd+Washington Bl,,38.884727,-77.11702,,
4714,3000935,Suffolk Av+Central Av,,38.88475,-76.910156,,
4716,1000664,8 St SE+D St SE,,38.884777,-76.994972,,
4719,3000937,Kettering Dr+Largo Rd,,38.88483,-76.81382,,
4724,6000566,N Washington St+Columbia St,,38.88485,-77.166733,,
4728,6000567,Washington Bl+N Longfellow St,,38.88485,-77.14032,,
4733,3000941,Suffolk Av+Central Av,,38.884987,-76.909889,,
4735,1000668,Ridge Rd SE+D St SE,,38.885056,-76.948273,,
4738,1000670,Ridge Rd SE+D St SE,,38.885071,-76.948387,,
4739,6000570,W Broad St+N Virginia Av,,38.885094,-77.175423,,
4741,6000571,N Washington St+Columbia St,,38.885139,-77.166222,,
4742,6000572,Washington Bl+N Evergreen St,,38.885021,-77.125404,,
4744,6000573,Washington Bl+N Evergreen St,,38.885151,-77.125778,,
4745,1000672,51 St SE+C St SE,,38.885159,-76.928413,,
4753,6000574,Washington Bl+N Buchanan St,,38.8853,-77.12104,,
4755,6000575,Washington Bl+N Vernon St,,38.885353,-77.116333,,
4756,6000576,Washington Bl+N Buchanan St,,38.885208,-77.12133,,
4757,3000942,Central Av+Tunic Av,,38.885357,-76.908836,,
4759,3000943,Kettering Dr+Kettering Ct,,38.885395,-76.81266,,
4760,6000578,Washington Bl+N Vernon St,,38.885433,-77.115974,,
4761,6000579,Washington Bl+N Utah St,,38.885448,-77.113861,,
4762,3000944,Central Av+Ventura Av,,38.885456,-76.907616,,
4763,6000580,Washington Bl+N Glebe Rd,,38.885464,-77.117851,,
4764,6000581,Washington Bl+N Stuart St,,38.88549,-77.112457,,
4766,6000582,Washington Bl+N Utah St,,38.885509,-77.113937,,
4768,6000583,Washington Bl+N Stafford St,,38.885513,-77.111145,,
4771,1000678,Texas Av SE+Dubois Pl SE,,38.88554,-76.94062,,
4773,1000679,12 St SW+C St SW,,38.885559,-77.028114,,
4775,1000681,Minnesota Av SE+C St SE,,38.885571,-76.956047,,
4776,6000586,Washington Bl+N Stuart St,,38.885578,-77.112007,,
4777,3000945,Central Av+Vale Pl,,38.885544,-76.907562,,
4778,6000587,Washington Bl+N McKinley Rd,,38.885471,-77.141335,,
4779,6000588,Washington Bl+N Stafford St,,38.88562,-77.110725,,
4781,1000682,19 St SE+C St SE,,38.885674,-76.977242,,
4782,3000946,Kettering Dr+Kettering Ct,,38.885681,-76.812439,,
4786,1000684,Benning Rd SE+C St SE,,38.885727,-76.935768,,
4791,3000947,Central Av+Xenia Av,,38.885803,-76.905296,,
4793,1000686,Massachusetts Av SE+17 St SE,,38.885956,-76.980606,,
4794,1000687,Texas Av SE+Dubois Pl SE,,38.885818,-76.940674,,
4797,3000948,Central Av+Maryland Park Dr,,38.885914,-76.904892,,
4802,6000591,Washington Bl+N Quincy St,,38.885979,-77.107788,,
4803,6000592,Washington Bl+N McKinley Rd,,38.88599,-77.142365,,
4807,6000593,Washington Bl+N Lincoln St,,38.886017,-77.103065,,
4810,3000949,Central Av+Rollins Av,,38.886028,-76.903847,,
4821,6000599,Washington Bl+N Lincoln St,,38.886181,-77.103264,,
4823,6000600,Washington Bl+13 St N,,38.886124,-77.098938,,
4824,1000698,Minnesota Av SE+C St SE,,38.886147,-76.955734,,
4825,6000601,Washington Bl+N Nelson St,,38.88615,-77.105301,,
4832,3000950,Old Central Av+Yolanda Av,,38.886322,-76.901459,,
4837,1000703,37 St SE+37 Pl SE,,38.886421,-76.95285,,
4848,6000602,Washington Bl+18 St N,,38.886692,-77.144684,,
4849,1000708,Texas Av SE+C St SE,,38.886677,-76.940643,,
4856,6000604,Clarendon Bl+N Highland St,,38.886784,-77.09523,,
4857,6000605,Washington Bl+N Nottingham St,,38.886845,-77.144913,,
4858,1000709,Massachusetts Av SE+15 St SE,,38.886852,-76.983086,,
4860,3000951,E Capitol St+Yost Pl,,38.88689,-76.902534,,
4864,1000710,14 St SW+Independence Av SW,,38.886951,-77.031792,,
4869,1000711,Pennsylvania Av SE+3 St SE,,38.887066,-77.001625,,
4872,3000953,E Capitol St+Yost Pl,,38.887085,-76.902443,,
4874,1000712,14 St SW+Independence Av SW,,38.887135,-77.032089,,
4876,1000713,53 St SE+Central Av SE,,38.887207,-76.925568,,
4877,3000954,Central Av+Cabin Branch Dr,,38.887234,-76.893677,,
4878,1000714,51 St SE+Astor Pl SE,,38.887237999999996,-76.927971,,
4879,1000715,8 St SE+Independence Av SE,,38.887379,-76.994896,,
4880,6000610,Wilson Bl+N Herndon St,,38.887241,-77.095375,,
4881,6000611,Langston Bl+Fairfax Dr,,38.887253,-77.162491,,
4885,6000612,Washington Bl+N Ohio St,,38.887283,-77.147095,,
4886,1000717,Minnesota Av SE+B St SE,,38.887299,-76.95491,,
4888,1000718,Minnesota Av SE+36 St SE,,38.88731,-76.954796,,
4889,1000719,8 St SE+Independence Av SE,,38.887287,-76.995056,,
4890,6000613,N Barton St+Fairfax Dr,,38.887623,-77.088234,,
4892,1000720,Benning Rd SE+B St SE,,38.887344,-76.936562,,
4893,6000615,Washington Bl+N Ohio St,,38.887344,-77.146759,,
4895,6000616,Washington Bl+N Quantico St,,38.887379,-77.151276,,
4896,3000955,Addison Rd+Adak St,,38.887394,-76.898361,,
4897,1000721,Independence Av SW+12 St SW,,38.887394,-77.02858,,
4898,1000722,Texas Av SE+B St SE,,38.887413,-76.940369,,
4901,6000618,Washington Bl+N Quantico St,,38.887424,-77.151207,,
4902,6000619,Washington Bl+N Quintana St,,38.887432,-77.153976,,
4903,6000620,Washington Bl+N Sycamore St,,38.887432,-77.156837,,
4909,1000726,Massachusetts Av SE+Independence Av SE,,38.887474,-76.984306,,
4911,1000727,Independence Av SE+New Jersey Av SE,,38.887489,-77.008537,,
4912,6000622,Washington Bl+N Roosevelt St,,38.887501,-77.154854,,
4917,3000957,Addison Rd+Adak St,,38.887512,-76.898247,,
4918,1000731,Independence Av SW+1 St SW,,38.887516,-77.012413,,
4920,3000958,Central Av+Cindy Ln,,38.887535,-76.889282,,
4922,3000959,Central Av+Daimler Dr,,38.887566,-76.886322,,
4924,6000623,Washington Bl+N Sycamore St,,38.887604,-77.158218,,
4930,1000734,Independence Av SE+New Jersey Av SE,,38.88765,-77.007835,,
4932,1000735,Independence Av SW+4 St SW,,38.887699,-77.017464,,
4934,1000736,Independence Av SE+1 St SE,,38.887669,-77.005547,,
4938,6000624,Clarendon Bl+N Fillmore St,,38.887703,-77.093323,,
4941,3000960,Campus Wy S+Harry Truman Dr,,38.88773,-76.835258,,
4944,3000961,Central Av+Pepper Mill Dr,,38.887753000000004,-76.883835,,
4945,1000742,Independence Av SW+12 St SW,,38.887646,-77.028755,,
4947,1000743,37 St SE+Ridge Rd SE,,38.887772,-76.95182,,
4948,1000744,Ridge Rd SE+37 St SE,,38.887825,-76.951073,,
4949,1000745,Ridge Rd SE+37 St SE,,38.887825,-76.951202,,
4952,3000962,Campus Wy S+Harry S Truman Dr,,38.887852,-76.835602,,
4956,1000747,Massachusetts Av SE+14 St SE,,38.887871,-76.985725,,
4957,1000748,7 St SW+Independence Av SW,,38.887871,-77.022026,,
4958,3000963,Largo Rd+Largo HS,,38.887913,-76.819672,,
4965,1000750,7 St SW+Jefferson Dr SW,,38.889217,-77.021774,,
4973,6000628,N Barton St+Fairfax Dr,,38.88826,-77.088417,,
4977,3000967,E Capitol St+Maryland Park Dr,,38.888409,-76.907463,,
4981,1000754,Ridge Rd SE+Anacostia Rd SE,,38.888546,-76.951851,,
4985,6000630,Arlington Bl+N Rolfe St,,38.888599,-77.078781,,
4993,3000970,Campus Wy S+#10147,,38.888733,-76.831627,,
4994,3000971,E Capitol St+Maryland Park Dr,,38.888741,-76.907784,,
4996,1000756,Massachusets Av SE+13 St SE,,38.888748,-76.987915,,
5001,3000972,Central Av+#7800,,38.888809,-76.872772,,
5003,6000634,Wilson Bl+N Fillmore St,,38.888817,-77.093002,,
5007,1000758,Massachusetts Av SE+13 St SE,,38.888927,-76.988068,,
5009,3000974,Campus Wy S+#10147,,38.888943,-76.831726,,
5016,3000975,Central Av+Jonquil Av,,38.889057,-76.8694,,
5017,3000976,Campus Wy S+Prince Pl,,38.889061,-76.828896,,
5018,6000636,W Broad St+Spring St,,38.889061,-77.181618,,
5021,1000759,Benning Rd SE+E Capitol St SE,,38.889103,-76.93721,,
5024,3000977,Central Av+Jonquil Av,,38.889153,-76.870628,,
5026,3000978,Harry S Truman Dr+Steeplechase Apt,,38.889164,-76.836548,,
5028,3000980,Addison Rd+Adel St,,38.889168,-76.898926,,
5030,1000760,Central Av SE+50 St SE,,38.889191,-76.929504,,
5032,3000981,Addison Rd+Adel St,,38.889225,-76.899139,,
5034,1000762,E Capitol St SE+Kentucky Av SE,,38.889225,-76.989914,,
5037,1000764,Central Av SE+50 St SE,,38.889282,-76.929558,,
5040,3002719,Capitol Heights+Bay D,,38.889313,-76.913483,,
5041,3000983,Campus Wy S+Prince Pl,,38.889317,-76.829033,,
5042,6000638,Arlington Bl+N Queen St,,38.889362,-77.07782,,
5043,3000984,Central Av+Westhampton Av,,38.889385,-76.865746,,
5044,6000639,Clarendon Bl+N Barton St,,38.889389,-77.088844,,
5045,6000640,N Barton St+Clarendon Bl,,38.88942,-77.088509,,
5046,3000985,Harry S Truman Dr+Greenmeadow Wy,,38.889462,-76.836967,,
5051,1000769,E Capitol St SE+46 St SE,,38.889591,-76.936668,,
5052,3000986,Central Av+Westhampton Av,,38.889599,-76.865395,,
5054,1000770,E Capitol St SE+50 St SE,,38.889626,-76.929779,,
5055,1000771,E Capitol St SE+49 St SE,,38.889637,-76.932358,,
5057,1000772,E Capitol St SE+47 St SE,,38.889668,-76.933968,,
5058,1000773,E Capitol St SE+41 St SE,,38.889668,-76.944733,,
5061,1000775,E Capitol St SE+Ft Chaplin Pk Apt,,38.889687,-76.940147,,
5062,3000988,Central Av+Ritchie Rd,,38.88969,-76.861717,,
5064,1000777,E Capitol St SE+53 Pl SE,,38.889629,-76.925346,,
5066,1000779,E Capitol St SE+55 St SE,,38.889633,-76.923126,,
5070,6000641,N Barton St+Clarendon Bl,,38.889736,-77.088638,,
5071,1000783,E Capitol St SE+56 Pl SE,,38.889641,-76.920921,,
5074,1000786,E Capitol St SE+58 St SE,,38.889626,-76.917442,,
5077,6000643,Wilson Bl+N Danville St,,38.889771,-77.090454,,
5090,1000798,E Capitol St SE+17 St SE,,38.889702,-76.980965,,
5091,1000799,E Capitol St NE+58 St NE,,38.88982,-76.917564,,
5093,1000801,E Capitol St NE+47 St NE,,38.889832,-76.934708,,
5094,1000802,E Capitol St NE+Ft Chaplin Pk Apt,,38.889835,-76.940147,,
5096,1000804,E Capitol St NE+57 Pl NE,,38.889843,-76.920197,,
5101,1000807,E Capitol St NE+Sycamore Rd NE,,38.889854,-76.931824,,
5103,1000809,E Capitol St NE+17 St NE,,38.889854,-76.980461,,
5104,1000810,E Capitol St NE+55 St NE,,38.889858,-76.922577,,
5105,1000811,E Capitol St NE+53 St NE,,38.889858,-76.925858,,
5108,1000814,E Capitol St NE+41 St NE,,38.889862,-76.944336,,
5109,6000647,N Glebe Rd+16 St N,,38.889862,-77.119164,,
5111,1000816,E Capitol St NE+50 St NE,,38.889896,-76.929771,,
5112,3000989,Central Av+Norair Av,,38.8899,-76.859711,,
5113,1000817,E Capitol St NE+40 St NE,,38.8899,-76.946968,,
5115,1000818,E Capitol St NE+Benning Rd NE,,38.889904,-76.938309,,
5117,1000820,E Capitol St NE+Benning Rd NE,,38.889919,-76.9366,,
5118,3000990,Central Av+Ritchie Rd,,38.889965,-76.861679,,
5119,1000821,8 St NE+E Capitol St NE,,38.890011,-76.995064,,
5120,1000822,8 St NE+E Capitol St NE,,38.890022,-76.994896,,
5122,6000648,N Glebe Rd+16 St N,,38.890026,-77.119148,,
5123,1000823,Division Av NE+E Capitol St NE,,38.890038,-76.927963,,
5125,1000824,15 St NE+E Capitol St NE,,38.890072,-76.983551,,
5128,3000991,Keverton Dr+Watkins Park Dr,,38.890182,-76.78418,,
5131,3000993,Campus Wy South+Largo Rd,,38.890202,-76.825302,,
5134,6000650,W Broad St+Rowell Ct,,38.890285,-77.183434,,
5136,1000825,Benning Rd NE+E Capitol St NE,,38.890293,-76.937927,,
5137,6000651,Clarendon Bl+N Wayne St,,38.890377,-77.086426,,
5138,1000826,E Capitol St NE+Tennessee Av NE,,38.890446,-76.989487,,
5140,1000828,Kenilworth Av NE+Ames St NE,,38.890545,-76.958153,,
5142,3000995,Harry S Truman Dr+Prince Pl,,38.890587,-76.837196,,
5143,6000652,Wilson Bl+N Barton St,,38.89061,-77.088226,,
5145,3000997,Central Av+Brightseat Rd,,38.890625,-76.854683,,
5147,1000830,50 St NE+Ames St NE,,38.890629,-76.929977,,
5154,1000832,Minnesota Av NE+Ames St NE,,38.890785,-76.952217,,
5156,6000653,Arlington Bl+N Ft Myer Dr,,38.890808,-77.075241,,
5158,1000833,4 St NW+Madison Dr NW,,38.8908,-77.017662,,
5160,1000834,4 St NW+Madison Dr NW,,38.8909,-77.017494,,
5161,3001000,Harry S Truman Dr+Prince Pl,,38.890953,-76.837669,,
5174,1000836,Kenilworth Av NE+Alden Pl NE,,38.891232,-76.957474,,
5177,6000658,Clarendon Bl+Court House,,38.8913,-77.085022,,
5180,1000839,8 St NE+Massachusetts Av NE,,38.891453,-76.994873,,
5182,6000659,Wilson Bl+N Veitch St,,38.891384,-77.085541,,
5184,1000841,14 St NE+Ames Pl NE,,38.891407,-76.985527,,
5188,6000661,Clarendon Bl+N Courthouse Rd,,38.891548,-77.082573,,
5191,6000662,W Broad St+West St,,38.891499,-77.18528,,
5194,3001003,Hill Rd+Mountain View Wy,,38.891552,-76.877884,,
5197,6000665,Arlington Bl+N Nash St,,38.891689,-77.072899,,
5198,1000843,Benning Rd NE+44 St NE,,38.891693,-76.939659,,
5201,3001004,Hill Rd+Mountain View Wy,,38.891723999999996,-76.878075,,
5202,6000666,Clarendon Bl+N Scott St,,38.891994,-77.080956,,
5203,1000845,19 St NE+Constitution Av NE,,38.891762,-76.977211,,
5205,1000846,7 St NW+Constitution Av NW,,38.891766,-77.021812,,
5206,3001005,Campus Wy South+Largo Rd,,38.891788,-76.824257,,
5207,1000847,Blaine St NE+Kenilworth Av NE,,38.891723999999996,-76.957161,,
5208,1000848,15 St NE+Constitution Av NE,,38.891792,-76.983597,,
5210,6000667,Wilson Bl+N Courthouse Rd,,38.892048,-77.083244,,
5214,3001007,Campus Wy S+Largo Rd,,38.891914,-76.823799,,
5224,1000852,Constitution Av NW+22 St NW,,38.891991,-77.049118,,
5227,1000855,Constitution Av NW+21 St NW,,38.892002,-77.046921,,
5229,1000856,Blaine St NE+Anacostia Av NE,,38.892059,-76.961052,,
5235,1000862,Division Av NE+Brooks St NE,,38.892059,-76.927971,,
5242,1000868,Constitution Av NW+21 St NW,,38.892147,-77.047302,,
5246,1000870,Constitution Av NW+20 St NW,,38.89217,-77.044724,,
5252,1000873,8 St NE+Constitution Av NE,,38.892204,-76.99498,,
5257,1000876,34 St NE+Blaine St NE,,38.892277,-76.957512,,
5259,1000878,14 St NW+Constitution Av NW,,38.892288,-77.031967,,
5262,1000880,7 St NW+Constitution Av NW,,38.892342,-77.022072,,
5266,1000881,Division Av NE+Banks Pl NE,,38.892452,-76.927742,,
5267,3001012,Harry S Truman Dr+Capital Ln,,38.89246,-76.838043,,
5268,3001013,Harry S Truman Dr+Capital Ln,,38.892502,-76.838348,,
5288,1000888,Benning Rd NE+42 St NE,,38.892792,-76.94236,,
5291,6000677,Clarendon Bl+N Rhodes St,,38.892723,-77.079613,,
5297,3001015,Addison Rd+Dry Log St,,38.892864,-76.902367,,
5301,6000679,N Glebe Rd+19 St N,,38.892979,-77.119614,,
5303,1000892,63 St NE+Clay St NE,,38.893044,-76.910919,,
5304,1000893,63 St NE+Clay St NE,,38.893047,-76.911034,,
5308,6000681,N Glebe Rd+19 St N,,38.893097,-77.119759,,
5311,6000682,Wilson Bl+N Rhodes St,,38.893135,-77.080612,,
5314,3001017,Addison Rd+Dry Log St,,38.893166,-76.902702,,
5319,1000901,12 St NW+Constitution Av NW,,38.893223,-77.02803,,
5322,6000684,W Broad St+Birch St,,38.89328,-77.18808,,
5323,1000902,Benning Rd NE+41 St NE,,38.893295,-76.943954,,
5324,1000903,Minnesota Av NE+Clay Pl NE,,38.893299,-76.950577,,
5325,1000904,8 St NE+C St NE,,38.89341,-76.994881,,
5327,1000905,50 St NE+Banks Pl NE,,38.89336,-76.929916,,
5332,1000908,C St NE+17 St NE,,38.893394,-76.98114,,
5333,1000909,C St NE+15 St NE,,38.893394,-76.983231,,
5336,1000911,18 St NW+C St NW,,38.893417,-77.041702,,
5343,1000916,Clay St NE+33 St NE,,38.893513,-76.959579,,
5347,1000920,Virginia Av NW+19 St NW,,38.893555,-77.043823,,
5353,1000922,C St NE+14 St NE,,38.893627,-76.985741,,
5354,1000923,C St NE+13 St NE,,38.893593,-76.988022,,
5355,6000687,W Broad St+Birch St,,38.893597,-77.188873,,
5356,1000924,C St NE+9 St NE,,38.893604,-76.9935,,
5357,1000925,C St NE+11 St NE,,38.893612,-76.991325,,
5359,1000926,C St NE+6 St NE,,38.893623,-76.998116,,
5362,1000927,C St NE+8 St NE,,38.893635,-76.994774,,
5363,1000928,7 St NW+Pennsylvania Av NW,,38.893646,-77.022018,,
5366,1000930,7 St NW+Pennsylvania Av NW,,38.893753,-77.021828,,
5367,1000931,8 St NE+C St NE,,38.893757,-76.995018,,
5369,1000932,34 St NE+Clay St NE,,38.893764,-76.957504,,
5381,3001020,Campus Wy South+Joyceton Dr,,38.894016,-76.822853,,
5386,1000936,Benning Rd NE+40 St NE,,38.894062,-76.946892,,
5388,1000937,Division Av NE+Cloud Pl NE,,38.894104,-76.927254,,
5390,1000938,Division Av NE+Cloud Pl NE,,38.894112,-76.927147,,
5391,1000939,C St NE+4 St NE,,38.894115,-77.000214,,
5392,1000940,Massachusetts Av NE+4 St NE,,38.894115,-77.000946,,
5396,1000942,18 St NW+D St NW,,38.894169,-77.041695,,
5404,1000945,Dix St NE+62 St NE,,38.894287,-76.911919,,
5408,1000946,34 St NE+Clay Pl NE,,38.894276,-76.957581,,
5410,3001023,Cambleton Dr+Essenton Dr,,38.894402,-76.781593,,
5411,1000947,Dix St NE+62 St NE,,38.894409,-76.912033,,
5413,1000948,Pennsylvania Av NW+10 St NW,,38.894436,-77.025658,,
5422,1000950,8 St NE+D St NE,,38.894951,-76.994888,,
5426,1000953,Minnesota Av NE+Benning Rd NE,,38.894531,-76.949699,,
5428,1000954,Massachusetts Av NE+3 St NE,,38.894566,-77.001816,,
5433,5001470,Leesburg Pk+Haycock Rd,,38.8946,-77.190063,,
5436,1000955,Maryland Av NE+D St NE,,38.894619,-76.997124,,
5443,1000959,Benning Rd NE+39 St NE,,38.894711,-76.948441,,
5444,1000960,D St NE+8 St NE,,38.894714,-76.995216,,
5447,1000961,D St NE+10 St NE,,38.894733,-76.992859,,
5448,1000962,D St NE+13 St NE,,38.894741,-76.98864,,
5449,1000963,D St NE+11 St NE,,38.894741,-76.991791,,
5450,1000964,D St NE+16 St NE,,38.894745,-76.982422,,
5451,1000965,D St NE+14 St NE,,38.894749,-76.985725,,
5452,1000966,D St NE+15 St NE,,38.894753,-76.983871,,
5453,1000967,D St NE+17 St NE,,38.894756,-76.981071,,
5460,3001028,Campus Wy South+Joyceton Dr,,38.894825,-76.822968,,
5466,3001029,Cambleton Dr+Staton Dr,,38.894905,-76.784813,,
5472,1000973,8 St NE+D St NE,,38.895004,-76.995033,,
5474,1000974,14 St NE+D St NE,,38.895012,-76.985527,,
5479,1000977,Virginia Av NW+21 St NW,,38.894924,-77.046188,,
5481,1000978,Maryland Av NE+8 St NE,,38.895222,-76.995209,,
5483,1000979,18 St NW+E St NW,,38.895241,-77.04171,,
5484,1000980,Massachusetts Av NE+2 St NE,,38.895252,-77.003853,,
5486,1000981,Pennsylvania Av NW+12 St NW,,38.895275,-77.02861,,
5491,1000984,Fitch Pl NE+51 St NE,,38.895378,-76.928062,,
5496,1000986,Maryland Av NE+8 St NE,,38.895565,-76.994743,,
5498,1000987,Minnesota Av NE+Benning Rd NE,,38.895588000000004,-76.94873,,
5499,6000712,N Nash St+Wilson Bl,,38.895592,-77.073143,,
5507,6000714,N Glebe Rd+21 St N,,38.895809,-77.122192,,
5508,3001032,Addison Rd+James Farmer Wy,,38.895817,-76.906128,,
5509,1000989,34 St NE+Eads St NE,,38.895828,-76.957466,,
5510,1000990,Columbus Cir NE+Delaware Av NE,,38.895844,-77.007034,,
5515,1000992,14 St NW+Pennsylvania Av NW,,38.895889,-77.031853,,
5523,3001033,Addison Rd+Seat Pleasant Dr,,38.895947,-76.906235,,
5525,1000995,7 St NW+E St NW,,38.895954,-77.021866,,
5527,3001034,ML King Jr Hwy+Addison Rd,,38.89603,-76.907021,,
5528,1000996,50 St NE+Fitch Pl NE,,38.89603,-76.929771,,
5529,1000997,E St NW+8 St NW,,38.896049,-77.02327,,
5531,3001035,ML King Jr Hwy+Addison Rd,,38.896023,-76.907539,,
5532,1000999,E St NW+New Jersey Av NW,,38.896061,-77.011673,,
5534,1001000,E St NW+2 St NW,,38.896065,-77.013374,,
5537,1001003,E St NW+7 St NW,,38.896076,-77.0215,,
5541,1001005,E St NW+11 St NW,,38.89608,-77.027412,,
5543,1001006,Division Av NE+Fitch Pl NE,,38.896099,-76.926445,,
5547,1001008,E St NW+New Jersey Av NW,,38.896156,-77.011101,,
5548,1001009,E St NW+1 St NW,,38.89616,-77.012619,,
5551,1001011,E St NW+7 St NW,,38.896179,-77.021622,,
5553,1001013,Benning Rd NE+34 St NE,,38.896252,-76.956596,,
